Номер;Рецепт
118;в этом рецепте мы поговорим о том  как сделать лимонный квас в домашних условиях   тонизирующий и освежающий  для начала берем все нужные нам продукты по списку  их немного  пока будем подготавливать продукты  нальем в кастрюлю воду и поставим ее на плиту кипятиться  итак  лимоны моем  кто желает  можно очистить от кожуры  если сомневаетесь  что лимончик будет горчить   разрезаем на   частей  удаляем семена  складываем их в кастрюлю и заливаем кипятком  всыпаем сахар  добавляем изюм  все хорошо перемешиваем и варим до растворения сахара  в это время займемся дрожжами  дрожжи всыпаем в небольшую глубокую миску  вливаем теплую воду  оставляем дрожжи для брожения в теплом месте на   минут  готовую лимонную смесь остужаем и  когда она будет едва теплая  вливаем разведенные дрожжи  оставляем на  часов для брожения  летом  зимой время может быть больше  ставим в теплое место и ждем   затем процеживаем квас лимонный и переливаем в  х литровую банку  храним под крышкой в холодильнике  приятного аппетита  
119;для коктейля  б   возьмите шот на  мл  или любую высокую гладкую рюмку  общий объём напитка  традиционно  не превышает  мл   чтобы было удобно пить его за один глоток  точные пропорции для слоистых коктейлей  как правило  не дают  так как шоты у всех разные  а слои должны получиться одинаковыми по высоте  все ликеры должны быть заранее охлаждены  налейте первым слоем кофейный ликер  калуа   следующий слой   сливочный ликёр  бейлис   он плохо смешивается с кофейным ликёром  но всё же  для надёжности я добавляю  бейлис  так  беру обычную чайную ложку  бармены делают это специальной барной ложкой   переворачиваю её пяточкой кверху прямо в рюмке  и медленно лью ликёр на ложку  слой ложится равномерно за счёт того  что ликёр плавно стекает  а не льётся острой струйкой  а с предыдущим слоем не смешивается  благодаря разной плотности ликёров  ложку вымойте и протрите насухо  можно просто взять новую  настало время для  куантро   точно таким же образом  по ложке  аккуратно и очень медленно влейте апельсиновый ликёр в шот  последний слой  б     он сложный самый  так как  бейлис  и  куантро  хорошо смешиваются между собой  с первого раза вряд ли получится ровный слой  но с каждым подходом будет получаться всё лучше и лучше  при условии  что вы сами не пьёте    дальше коктейль поджигают  обычно это делают спичкой  чтобы не обжечься  но я видела  что бармены пользуются и зажигалкой  только  умоляю  без травм  коктейль подают с железной трубочкой  употребляют незамедлительно  
120;настойка из перегородок грецкий орехов проста до безобразия  просто берем перегородки грецких орехов и оставляем их в плотно закрытой емкости с водкой  держим на протяжении  дней  процеживаем  и можно пить  
121;коктейль дайкири рожден на кубе  но стал очень популярным и полюбился многим  сейчас немного видоизменили классический рецепт  добавляя вместо сахарного сиропа фруктовый сок или пюре  фруктовая версия напитка также имеет место быть  но классику нужно помнить чтобы получить вкусный результат  недостаточно просто добавить ложку сахара в шейкер   для этого нужен сироп  сироп готовят непосредственно для напитка  но можно использовать уже готовый  если есть  хорошая идея приготовить сироп впрок и использовать по надобности простой сироп состоит из сахара и воды  которые берутся в соотношении    ром лучше всего использовать светлый  касательно сока лайма  то нужен фреш  этот момент нельзя игнорировать  ингредиентов не так много и свежевыжатый лаймовый сок многое значит   итак  сразу подготовим сироп  стакан сахара насыпаем в сотейник  наливаем стакан воды  отправляем на огонь  держим на огне  помешивая  пока кристаллы сахара полностью не растворятся  затем остужаем сироп  чтобы быстрее охладить сироп  его можно перелить в металлическую миску и поместить в емкость с холодной водой   ром наливаем в шейкер  сюда же добавляем указанное количество сиропа и сок лайма  также добавляем кубики льда и энергично встряхиваем в течение  секунд  лед не только охладит коктейль  но и добавит небольшое количество жидкости  а она не помешает   процеживаем напиток сквозь ситечко  наливаем в охлажденный бокал  коктейль должен иметь легкий облачный цвет  вот он  дайкири наслаждайтесь  
122;  курагу и чернослив залейте на полчаса горячей водой  после чего промойте  остальные сухофрукты при необходимости сполосните    в эмалированную кастрюлю налейте воду  поставьте на огонь  доведите до кипения   выложите в кипящую воду сухофрукты  убавьте нагрев до минимального   варите компот на слабом огне в течение  минут  за это время сухофрукты значительно увеличатся в размере   снимите кастрюлю с огня  накройте крышкой  оставьте при комнатной температуре на   часа время прошло   настоявшийся ароматный компот можно пить приятного аппетита  
123;сначала нарезаем ржаной хлеб порционные кусочки  складываем на противень и помещаем в очень слабо разогретую духовку  ждём когда хлеб слегка подрумянится и засушится  теперь берём хорошо промытую и высушенную стеклянную  литровую банку  помещаем в неё наши сухари и заливаем крутым кипятком по плечики  теперь добавляем  ст  л  сахара песка и ждём  пока масса остынет  затем берём стакан тёплой воды и всыпаем в неё сухие дрожжи  когда в  литровой банке остынет вода до температуры тела человека вливаем в неё дрожжевой раствор и перемешиваем  затем накрываем литровую банку с нашей смесью крышкой или блюдечком и ставим в какое нибудь теплое место на двое суток  по прошествии этого времени достаём нашу банку  убираем крышку и тщательно процеживаем получившийся квас через марлю или сито  выливаем наш квас в бутылку  охлаждаем в холодильнике  
124;алыча является одним из родственников обычной сливы  однако вино из алычи превосходит по своим вкусовым качествам сливовое вино  плоды алычи чаще всего легко отдают сок и имеют небольшое количество мякоти  тщательно промытые ягоды взвешивают и складывают специально подготовленную для брожения емкость  туда же добавляют воду из расчета пол литра на килограмм ягод  также добавляют разведенные дрожжи  примерно   от общего объема    смесь взбалтывают и закрывают водяным затвором  для брожения будущее вино из алычи оставляют в затемненном месте с температурой от  до  градусов  время брожения примерно составляет около  недель  по окончании процесса брожения емкость переносят в прохладное место  за счет понижения температуры выпадает дрожжевой осадок и вино осветляется  готовое вино из алычи отфильтровывают и разливают по бутылкам  как видите  рецепт приготовления вина не представляет собой ничего сложного  считается  что лучшее сливовое вино получается после шести лет выдержки  
125;в шейкер выложить тростниковый сахар  добавить свежую мяту  и немного колотого льда  перетереть содержимое пестиком  чтобы мята выделила сок  добавить текилу  ликер и сок лайма  взболтать  украшение  смазать внешние края бокала половинкой лайма  на тарелку насыпать горку соли и аккуратно прокрутить в ней края бокала  чтобы соль налипла на стенки  украсить бокал долькой лайма  выложить в бокал колотый лед  влить коктейль  подавать холодным  
126;подготовить ингредиенты для приготовления овсяного киселя изотова  можно взять обычную кипяченую воду или фильтрованную  овсяную крупу нужно измельчить  но не мелко  а лишь слегка раздробить  можно воспользоваться погружным блендером  дробленный овес нужен для улучшения брожения  этап     в чистую сухую банку вместимостью не менее   л всыпать овсяные хлопья  дробленный овес  влить кефир  добавить теплую воду  хорошо перемешать деревянной ложкой  банку накрыть марлей  зафиксировать резинкой  поставить банку в темное место для брожения на  суток  оптимальная температура   градусов   в летний сезон брожение может проходить быстрее  поэтому времени понадобится меньше  этап     через  суток брожение закончится  состав в банке разделится на две части  вверху жидкость  внизу овес  смесь нужно процедить через сито  полученный осадок еще промыть  для этого я сложила жмых обратно в банку  налила около стакана кипяченой воды  взболтала и снова откинула на сито  жмых можно использовать для выпечки  полученную жидкость слить обратно в банку  также прикрыть и оставить еще на   часов  этап     теперь на дне банки осадок   это закваска  основа для приготовления овсяного киселя  жидкость сверху   овсяный квас  этот освежающий напиток хорошо утоляет жажду в жаркое время года  богат витаминами и микроэлементами  его можно хранить в холодильнике  а также использовать для приготовления овсяного киселя  аккуратно  не взбалтывая банку  слить квас в отдельную емкость  в некоторых источниках рекомендуется пользоваться резиновой трубкой  я обошлась без нее  закваска достаточно плотная и густая и при сливании практически недвижима   закваску можно хранить в холодильнике до  дней  именно столько времени микроорганизмы сохраняют свои полезные свойства  для приготовления лечебного киселя на  стакана воды нужно взять   ст л  закваски    развести закваску в стакане воды  я взяла  ложки   в кастрюлю налить еше  стакан воды  довести до кипения  влить разведенную закваску в кипящую воду при постоянном помешивании  довести до кипения  варить кисель на медленном огне несколько минут  постоянно помешивая  время варки зависит от желаемой густоты напитка  чем дольше варится кисель  тем он будет гуще  у меня получился кисель далеко не густой  но и не жидкий  если нужен густой  можно взять больше закваски   дать напитку немного остыть  можно пить овсяный кисель теплым или остывшим   будьте здоровы   
127;подготовить продукты  фрукты и зелень хорошо вымыть  обсушить на полотенце  киви очистить от кожуры  с груши только удалить твёрдые части сердцевины  хвостик и верхушку  фрукты разрезать на средние кусочки  с петрушки взять только нежные листики  всё загрузить в высокую чашу блендера и пробить импульсами в пюре  получается довольно густая масса  добавить воды до желаемой консистенции  хорошо перемешать  воду я беру талую около    такую воду приготовить несложно  в чистую емкость из пластика наливается уже отстоявшаяся чистая водопроводная вода  не долив до горлышка около  см  поместить бутылку в морозильную камеру до полного замерзания воды  затем достать и дать оттаять при комнатной температуре  структура талой воды восстановится и она станет намного полезней  готовый смузи перелить в подходящий стакан и наслаждаться напитком через широкую трубочку  
128;возьмите такие ингредиенты  воду  дрожжи сухие  сахар  солод ржаной  воду доведите до кипения  снимите с огня  в горячую воду насыпьте ржаной солод  хорошо перемешайте  чтобы не было комочков  остудите до   градусов  налейте около  мл тёплого раствора и растворите дрожжи  перемешайте и оставьте на   минут  в тёплом растворе растворите сахар  который регулируйте на свой вкус  налейте дрожжевой раствор  хорошо перемешайте  оставьте на сутки при комнатной температуре  после разлейте по бутылкам  закройте крышкой и отправьте в холодильник ещё на  день  если выдержите  квас из ржаного солода в домашних условиях готов  
129;приготовим ингредиенты по списку  грушу можно использовать для приготовления домашнего вина как приобретенную в магазине  так и выращенную ан своем участке  главное  чтобы фрукты были хорошо спелыми  сладкими и ароматными  свежими и без порчи  плоды груши тщательно моем  разрезаем на несколько частей  шкурку можно не снимать  вырезаем лишь сердцевину с семенной коробочкой  приготовленную грушу измельчаем с помощью блендера в пюре  через очень мелко сито или марлю отжимаем сок  жмых можно использовать для приготовления выпечки или иных блюд по желанию  в кастрюлю наливаем чистую фильтрованную воду  добавляем сахар  ставим на огонь  варим сироп  постоянно помешивая  чтобы сахар не пригорел к дну кастрюли  вливаем грушевый сок  варим еще около пяти минут  помешивая ложкой  выключаем огонь  даем смеси немного остыть  разливаем приготовленную заготовку вина по стеклянным емкостям  оставляем место для брожения  емкости с вином закрываем крышками с гидрозатвором или резиновой перчаткой  в одном из пальцев которой делаем иголкой отверстие   ставим вино в теплое темное место для брожения на месяц  когда брожение закончится  перчатка сдуется  на дне появится осадок  а сусло станет прозрачным  вино процеживаем через марлю  сложенную в несколько слоев  пробуем на вкус  по желанию можно растворить сахар  разливаем вино по бутылкам до горлышка  чтобы не было окисления при взаимодействии с кислородом  бутылки закупориваем и убираем в темное прохладное место для созревания в идеале на   месяцев  но если хочется побыстрее попробовать  то в напиток можно добавить немного крепкого алкоголя  например  водки или спирта  такая добавка сделает вино крепче  но вкус его будет не такой насыщенный и яркий  без закрепления крепость вина получится   градусов  а хранится вино будет около  лет в прохладном подвальном помещении  
130;для приготовления напитка подготовьте необходимые сухофрукты  их количество указано в примерном варианте  можете добавить чуть больше того ингредиента  который вам больше по вкусу  сухофрукты хорошо промойте в холодной воде  чтобы удалить с них пыль и другие загрязнения  затем обдайте сухофрукты кипятком  дайте постоять пару минут и воду слейте  нарежьте несколько слайсов корня имбиря  и возьмите для аромата немного гвоздики  выложите все подготовленные сухофрукты в кастрюлю для варки  добавьте имбирь и гвоздику  залейте холодной водой и поставьте на огонь  доведите все до кипения и проварите   минут  затем снимите кастрюлю с огня  накройте крышкой и оставьте настаиваться на   часа    чем дольше он будет настаиваться  тем насыщеннее и  вкуснее получится напиток  настоявшийся узвар процедите через несколько  слоем марли  чтобы удалить все частички сухофруктов    по вкусу добавьте немного меда  готовый напиток перелейте в графин и угощайтесь   приятного угощения  
131;моем и перебираем алычу  высыпаем в большую банку  если банки по  л  возьмите две  предварительно сварим инвертный сироп и охладим его  заливаем алычу  доверху доливаем водой и оставляем под марлей до начала брожения  станут видны пузырьки  надеваем перчатку и оставляем бродить  перчатка поднимется  потом опустится  это значит  что пора процеживать алычу  цедим через несколько слоев марли  выливаем в банку  надеваем перчатку с небольшой дырочкой и оставляем бродить до отделения осадка  потом еще раз тонко процеживаем  можно с ватой  и оставляем настаиваться  чем дольше  тем лучше  
132;в бокал насыпаем лед доверху  наливаем все спиртное  добавляем лимонный сок  без него выпить напиток будет сложно из за запаха  доливаем доверху колой  украшаем лаймом  даем трубочки  
133;отмерить указанные ингредиенты  воду можно взять кипячённую  количество сахара указано на сладкий напиток  если хочется уменьшить сладость  то сократить указанное количество или заменить мёдом  клюквы переложить в удобную посуду  посуда должна быть не из окисляющихся материалов  чтобы сохранить содержащие в клюкве витамин с  клюкву полностью разморозить  с помощью деревянной толкушки размять все ягоды до выделения сока  с помощью марли  чистой ткани  отжать сок в отдельную посуду  это делается для того  чтобы сохранить как можно больше витамина с  при нагревании он частично разрушается  а получившийся сок мы нагревать не будем  жмых переложить в подходящую для нагревания посуду  залить жмых подготовленным количеством воды и поставить на сильный огонь  отвар довести до кипения и снять с огня  процедить отвар через сито  добавить сахар и размешать напиток до полного растворения кристаллов  в остывший напиток добавить отжатый предварительно клюквенный сок  готовый напиток можно подавать  в тёплое время года можно в морс добавить кусочки льда  украсить листочками мяты  
134;для приготовления ароматного напитка  предварительно промытые и отделенные от косточек ягоды  необходимо высыпать в банку объемом  л  заполнить до верха   после этого ягоды заливаются спиртом или другим содержащим спирт алкогольным напитком  при этом ягоды должны быть полностью покрыты жидкостью  для того  чтобы консервант в виде спирта не утратил своих свойств  банку необходимо плотно закрыть крышкой  заготовку следует поместить в прохладное темное место на  недели  важно знать  что настойку ни в коем случае нельзя ставить в холодильник   низкая температура замедляет процесс приготовления настойки   спустя  дней жидкость из банки нужно будет слить и процедить в другую простерилизованную банку  после чего емкость нужно закрыть и поставить на хранение на  дня  в банку  где остались вишни  необходимо добавить  ст  л  сахар и хорошо встряхнуть  чтобы сахар равномерно распределился между ягодами  вишни также следует оставить настаиваться на  дня  когда время настаивания пройдет  плоды вишни пустят сок  его нужно будет отжать и добавить в банку с жидкостью  которая была слита в стерильную банку  напиток готов если вам покажется  что вишневая настойка из вишни недостаточно сладкая  можно будет добавить еще немного сахара по вкусу  со временем спиртной напиток не утратит своих свойств  а наоборот приобретет более насыщенный вкус  
135;мне известно два основных рецепта по приготовлению виски из самогона первый способ не требует никаких особых усилий из дубовых досок сооружают бочонок и помещают туда самогон по истечении трех лет получается напиток схожий по своим вкусовым качествам с виски существует и другой способ получения виски из самогона  это такая имитация вкуса виски и его запаха  наиболее простой способ для домашних условий самогон должен быть  градусный  это обязательно теперь измельчите древесный уголь в пыль добавьте в  литровую банку уголь  дубовую кору и курагу влейте   литра самогона  закройте плотно крышкой и хорошенько размешайте  долейте еще   литра самогона  банка должна быть заполнена доверху  по самое горлышко закройте банку крышкой плотно и уберите в прохладное темное место на  дней  как минимум   пусть настаивается  количество дней можно увеличить  так домашний виски получится лучше затем виски фильтруете через двойную марлю  внутри которой находится вата  так вы уберете осадок от угля и уберете кору  
136;для приготовления алкогольного клубничного мохито нам потребуются  клубника  лайм  лёд  белый ром  сильногазированная  вода  мята и клубничный сироп      подготовить все ингредиенты  клубнику  лайм  мяту помыть и обсушить салфетками  половинку лайма нарезать крупными кусочками произвольно  две клубники среднего размера нарезать кружочками или разрезать каждую ягоду на  части  отправить нарезанный лайм в коктейльный бокал  добавить следом клубнику  с веточки мяты оборвать нижние листочки  верхушку оставить для украшения  отправить мяту к клубнике и лайму  с помощью пестика размять все ингредиенты  если под рукой не имеется ступки  то можно использовать вилку или ложку  в бокале не должно получится пюре  нужно постараться сделать так  чтоб сохранились кусочки и в то же время все ингредиенты дали сок  добавить в коктейльный бакал лёд фраппе  дроблёный или колотый лёд   фраппе можно сделать в домашних условиях  для этого положите крупные кусочки льда в плотный полиэтиленовый пакет  закройте его или завяжите  возьмите деревянный молоток и раздробите им крупные куски льда  влить в бокал  миллилитров белого рома  в рецепте использовался баккарди   перемешать все компоненты с помощью обычной ложки  далее заполнить бокал льдом практически до краёв  украсить коктейль веточкой мяты и клубникой  долить сильногазированной воды или спрайта  клубнику и лёд полить  сиропом  вставить в бокал коктейльную трубочку и напиток можно подавать  
137;для того  чтобы приготовить шоколадно банановый смузи вам потребуются следующие продукты  спелые сладкие бананы  молоко  я брала магазинное пастеризованное   горький шоколад  у меня   какао   а также небольшая щепотка молотой корицы  на свой вкус в смузи вы можете добавить подсластители  мед  лучше жидкий   сахарный песок  сахарную пудру  сироп  фруктовый или ягодный   банан лучше брать хорошо спелый или даже переспевший  чтобы он были сладкими  аккуратно почистите банан  поломайте его руками на небольшие кусочки или нарежьте аккуратно кружочками  поместите измельченный банан в чашу блендера  влейте в чашу к банану молоко  я использовала охлажденное   шоколад натрите на мелкой терке и добавьте к молоку и банану  всыпьте молотую корицу  также из пряностей можно добавить немного тертого мускатного ореха  на кончике ножа сердцевины ванильного стручка или же добавить ванильный сахар   шоколад можно брать любой  главное  чтобы он был  чистым   без наполнителей  т е  без орехов  изюма без начинки  взбейте все подготовленные ингредиенты на большой мощности до получения максимально однородной массы  шоколадно банановый смузи готов  подавайте блюдо сразу же после приготовления украсив на свой вкус  подавать шоколадно банановый смузи лучше в красивом охлажденном стаканчике  подав дополнительно чайную ложечку или широкую соломинку для коктейлей  
138;просушите в духовке или на сковородке без масла  нарезанный ломтиками черствый ржаной хлеб переложите хлеб в кастрюлю имейте в виду  что для приготовления кваса с хреном использовать можно стеклянную или эмалированную   залейте   литрами кипятка и оставьте на  часа процедите  добавьте дрожжи  разведите их в этом же сусле   сахар  когда начнет выделяться пена  добавьте измельченный хрен и мед  дайте настояться еще пару часов  процедите  разлейте по бутылкам  в каждую добавьте немного изюма и поставьте в прохладное место на несколько дней  квас с хреном подавайте на стол охлажденным  
139;апельсиновая цедра должна быть приготовлена заранее  для этого с апельсина снимается верхний тонкий оранжевый слой  снимать нужно настолько тонко  чтобы не задеть белый слой  который может придать напитку ненужную горчинку  после цедру высушивают в течение нескольких дней и она готова к использованию  можно не сушить ее самостоятельно  а приобрести готовый вариант в магазине неочищенные кедровые орешки кладем в стеклянную или эмалированную посудину и заливаем кипятком так  чтобы орехи были им покрыты полностью  оставляем орешки в кипятке на пять минут  после воду сливаем  это действие нужно провести еще  раза  а затем сполоснуть орешки кипяченой водой и переложить в стеклянную емкость  подойдет обычная литровая банка  к орешкам в емкость добавляем сахарный песок  цедру  смородиновый листик  также насыпаем к остальным ингредиентам ванилин  заливаем содержимое емкости водкой  затем тщательно все перемешиваем емкость плотно закрываем крышкой и убираем в темное место на полторы недели  температура в помещении должна быть комнатная  за этот промежуток времени емкость с настойкой нужно   раз активно встряхнуть когда пройдет указанный срок  фильтруем настойку через толстый слой марли  переливаем жидкость в бутылку и убираем в холодильник  или погреб  на  дней  за это время напиток отстоится и его можно будет подавать к столу  если праздник или посиделки с друзьями планируются не в ближайшем будущем  убираем бутылку с настойкой в холодильник или погреб хранится напиток хорошо и долго без потери вкусовых качеств  удачных экспериментов  
140;нам потребуются не только продукты  какие перечисляет данный кулинарный рецепт  но также и специальная кофеварка  иначе называемая джезва или турка признаюсь вам честно  я большая любительница кофе и всевозможной еды из него  а настоящий кофе по турецки активно  активно  это значит не меньше пяти чашек в день  пью с четырнадцатилетнего возраста  самое важное в данной разновидности кофе  это густая  устойчивая пена  которая сохраняется даже тогда  когда кофе довольно долго стоит на столе без вашего внимания  кроме того  имеется еще один важный секрет  никогда не варите кофе больше  чем на две чашечки одновременно  иначе у вас получится все  что угодно  но только не кофе турецкой кухни  итак  берем джезву  всыпаем в нее ложку кофе  самого мелкого помола  почти как у какао   сахар кладем по вкусу и вливаем холодную воду  не кипяченую  лучше покупную  в бутылках   ставим на плиту  ждем  пока кофе подогреется  как только жидкость будет готова закипеть  кидаем в нее крупинку соли  это нужно для образования пенки   размешиваем и держим до тех пор  пока кофе не соберется ползти по стенкам джезвы  тут же снимаем и наливаем в чашечку  маленькую  кофейную  не чайную и не для растворимого кофе    
141;приготовление вина из жимолости по такому рецепту по силам даже начинающим виноделам  жимолость перебираем и тщательно промываем  затем ее необходимо измельчить  это можно сделать как с помощью блендера  так и с использованием мясорубки  полученную массу засыпаем  граммами сахара и ставим в эмалированной емкости на  дня в теплое место  ягодное пюре нужно отжать сразу же  как начнется процесс брожения  полученный сок переливают в бутыль или банку   выдавленные ягоды заливаем водой и снова оставляем на  дня в теплом месте  снова отжимаем образовавшийся сок и смешиваем его с первым соком  добавляем сахар из расчета   кг на литр сока  перемешав сок с сахаром  закрываем емкость водяным затвором и оставляем в теплом затемненном месте  когда процесс брожения пойдет на убыль  снова засыпаем сахар из расчета   кг на литр сока и оставляем  когда процесс брожения окончательно завершится  вино разливаем по бутылкам и храним в прохладном месте  вдали от солнечных лучей  вино окончательно готово  когда полностью осветлится  
