Номер;Рецепт
568;        малину протереть через сито  в результате получится сок и мезга  сок не стоит наливать в металлическую посуду            в мезгу добавить   стакана воды и сахар  довести до кипения  если хотите кисель без косточек  то процедите отвар   я решила пить с косточками               в половине стакана холодной воды разведите крахмал            добавьте крахмал в малиновый отвар  перемешайте  доведите до кипения  выключите            добавьте сок  перемешайте            охладите и наслаждайтесь этим вкусным и полезным напитком   кисель получается с очень насыщенным вкусом  кисло сладенький   если любите густой кисель  то положите крахмала побольше     вкусный и очень полезный кисель из малины   
569; отличный коктейль для желающих похудеть  вкусно  сытно и полезно   
570;        кипятим воду и даём ей слегка остыть    зёрна кофе смолоть   зёрна хорошего сорта кофе   лучше арабика  свежесмолотые  мерная ложка кофе на  порцию и  мл кипятка   в заварничке  я очень люблю заварнички от фирмы     положить мерную ложечку кофе   для заварничка не мелите кофе мелко  если хотите  то сварите кофе в турочке  для этого залить кофе холодной водой и  раза довести до  шапочки   т  е  поднимется пена и убираем с огня   и так  раза    ой  ещё в  совковое  времена в кофейнях варили кофе   крепкущий    в турочках на горячем песке   экзотика    по крайней мере в кривом роге я пила со своей подругой такой кофе в  х    она ещё любила кофейный осадок потом пожевать   нонеча уж желудки не те            шоколад кладём в кофе и обязательно размешиваем   а то не растворится  а осядет на дне               кофе с турочки сразу разливаем  а в заварничке надо настоять от  до  мин              шоколад   самый чёрный   желательно без добавок  у меня был чернее чёрного     но есть ещё чернее     белый шоколад   без добавок  я взяла просто    количество школада на порцию   чтоб в измельчённом виде помещалось в чайной ложке  но измельчать не обязательно       по желанию вы можете добавить молоко сливки  сахар  ваниль  ликёр  коньяк    но я ничего не добавляла    сначала попробуйте кофе  а потом решайте  что к нему добавить   и вообще  добавлять ли            кофейно шоколадный  ароматный  чуть сладковатый вкус  м м м м        рецепт навеян запахом свежемолотого кофе   множество рецептов приготовления кофе  а этот   мягкий  ароматный   полюбят все  кто любит кофе  шоклад   и не может без них жить  одним словом   в    зрна хорошего сорта кофе   лучше арабика  свежемолотые  мерная ложка кофе на  порцию и  мл кипятка      шоколад   самый чрный   желательно без добавок  у меня был чернее чрного      но есть ещ чернее     белый шоколад   без добавок  я взяла просто     количество школада на порцию   чтоб в измельчнном виде помещалось в чайной ложке  но измельчать не обязательно         по желанию вы можете добавить молоко сливки  сахар  ваниль  ликр  коньяк    но я ничего не добавляла    сначала попробуйте кофе  а потом решайте  что к нему добавить   и вообще  добавлять ли   
571;        имбирь очистить  натереть на мелкой тёрке   с лимона снять мелкой тёркой цедру  разрезать его пополам   половинку лимона  порезать на мелкие кусочки   переложить все составляющие в банку   бутылку   всыпать сахар  залить водкой   дать настояться  минут             готово   процедить  убрать в холодильник    приятного   пы  сы  я гостей не ждал  поэтому настаивал ночь  и это получается действительно настойка  слегка остренький привкус  и мощный лимонный аромат     даже если гости на пороге     
572;        вариант  персик  шт  груша  шт  листья салата   несколько штук  вода     мл подготовленные овощи и фрукты  моем  при необходимости чистим и нарезаем  помещаем в блендер  добавляем воду и пюрируем до однородного состояния            вариант  персик    шт  виноград   небольшая гроздь  базилик   пучок  вода   мл           вариант  помидор   шт  сок лимона   несколько ложек  чеснок   пара зубчиков если любите остренькое  зелень  петрушка  укроп    небольшой пучок  вода     мл           попробуйте и такие наборы для составления зеленых коктейлей    яблоко  банан  лимон или листья щавеля  салат    клубника  банан  салат  мята    виноград  апельсин  банан  салат    морковь  апельсин  сок кусочка свежего имбиря  салат    морковь  огурец  сельдерея корень  укроп  петрушка    клубника  яблоко  базилик    банан  киви  крапива или свекольная ботва     свежих идей для лета  лето   отличная возможность укрепить свое здоровье и запастись витаминами на весь год  ведь в это время мы употребляем много свежих овощей и фруктов  мне нравится готовить летом разнообразные фруктово овощные коктейли  особенно с добавлением зелени  они прекрасно освежают  заряжают бодростью и витаминами  избавляют от лишних сантиметров и не требуют много времени для приготовления  предлагаю вам несколько вариантов зеленых летних коктейлей   
573;        фундук измельчить в порошок  смешать с какао порошком  мускатом и сахаром   развести  мл холодного молока  смешать с оставшимся молоком и довести  помешивая  до кипения на слабом огне  поварить   минуты             разлить по чашками и посыпать натертом на мелкой терке горьким шоколадом     приятного аппетита       какао какао о о о    с орехами   не знаю  как на остальной части нашей необъятной родины  но у нас на урале лето не всегда радует теплой погодой    и вот в такой не совсем теплый летний вечер  сидя на веранде под пледом    ночью  когда сынуля спит    можно полакомиться такой вкуснятиной     
574;        первый вариант  который мы приготовим  будет на основе черного чая с грейпфрутом  апельсином  лаймом и медом   в оригинале рецепта все фрукты просто нарезаются кружочками  чай в этом случае получается с горчинкой  и дети  как правило  его не пьют  поэтому я советую вырезать филе грейпфрута и добавить несколько полосочек цедры  тем самым полностью исключив белую часть и перегородки  которые и дают горечь  но сохранив вкус и запах фрукта            следует закипятить   л воды  завариваем  ч  л  черного чая в течение нескольких минут            добавляем нарезанные фрукты и мед  перемешиваем и охлаждаем в холодильнике в течение   часов  подаем со льдом            второй вариант   на основе белого чая с клубникой  манго и ананасом   чистим фрукты  нарезаем их кубиками  у ананаса не забываем вырезать жесткую сердцевину            кипятим   л воды и завариваем белый чай в течение нескольких минут            добавляем нарезанные фрукты и охлаждаем в холодильнике   часов   подаем со льдом  можно добавить листики свежего базилика            третий вариант   на основе зеленого чая с яблоком  грушей  имбирем  содовой водой и коричневым сахаром   яблоки и грушу нарезаем кубиками  очищенный имбирь   кусочками            кипятим  л воды и завариваем зеленый чай в течение нескольких минут   добавляем нарезанные фрукты  коричневый сахар  охлаждаем в холодильнике   часов   перед подачей добавить содовую и лед             четвертый вариант   на основе черного чая с бадьяном  консервированным персиком  ананасом и сушеной клюквой   консервированные фрукты следует порезать кусочками  бадьян   растолочь в ступке            кипятим   л воды и завариваем  ч  л  черного чая и бадьян в течение нескольких минут            добавляем нарезанные фрукты и сушеную клюкву  охлаждаем в холодильнике   часов    подавать со льдом     сейчас  когда на улице становится жарко  хочется чего нибудь прохладительного  поэтому  не долго думая  я делюсь с вами  рецептами так называемого    думаю  каждый сможет найти свой вариант  ведь они очень разные  сделанные на основе черного  зеленого или белого чая с добавлением разных фруктов  меда и коричневого сахара  пусть список ингредиентов вас не пугает  все таки под катом собрано сразу  напитка   
575;        необходимые продукты            лимоны вымыть  обдать кипятком  снять цедру            переложить лимонную цедру в стеклянную банку  залить спиртом и плотно     закрыть  поставить банку в шкаф на  дня  каждый день встряхивая банку  на пятый день процедить спирт через сито и слой плотной ткани  цедру не отжимать            сахар залить молоком  добавить ваниль  довести  помешивая  до кипения и кипятить   минуты до полного растворения сахара   остудить полностью   смешать спирт и молоко с сахаром  ещё раз процедить через сито и  слоя марли  перелить в бутылку и убрать в холодильник на  дней            конечно  рюмочку ликера можно попробовать сразу   ароматный  сладкий  бархатный    песня     весна   это свежесть  пробуждение чувств и желаний  стремление к красоте  теплу весеннего солнца  зелени первой травки  аромату цветущих садов  италия  цветущие лимонные деревья  пьянящий аромат весны  там у них уже настоящая весна   а мы приготовим знаменитый итальянский ликер  он как раз поспеет к нашей настоящей весне  к маю  этот ликер    значительно мягче самого известного лимонного ликера лимончелло  но обладает таким же насыщенным  свежим  весенним ароматом лимона   
576;                                  этот коктейль посвящаю поваренку жонушка  наш бар пополняется напитками  приглашаю всех заглянуть на зеленый огонек   
577;        итак приступим   арбуз очищаем от корок и косточек  выкладываем  филе  в блендер            измельчаем  получаем сок с мякотью             точно так же поступаем с киви  но  пюре киви лучше процедить  чтобы избавиться от косточек            аналогично поступаем с апельсином  я возиться не стала и купила в кафе свежевыжатый сок   получаем три красивых разноцветных сока            сок лучше перелить в более удобную посуду  т к  его необходимо будет замораживать            убираем в морозилку примерно минут на    сок не замерзает до конца  но имеет полузамерзшую консистенцию  чтобы сделать ее однородной воспользуемся блендером            с помощью ложки выкладываем наш полузастывший сок в любой последовательности  как нравится            украшаем  и наслаждаемся            ледяные частички сока довольно быстро начинают подтаивать  пить коктейль легко  свежо и вкусно            попробуйте       у многих из нас лето проходит в каменных джунглях  где переносить жару очень сложно    я предлагаю попробовать ледяной и очень вкусный коктейль светофор    доступные фрукты  простое приготовление и море наслаждения для вас     на конкурс  утомленные солнцем    
578;        итак  собственно продукты  ягоды у меня замороженные  из серии  не пропадать же добру    старые запасы     сыворотку я покупаю в магазине  стоит у нас  руб  за литр     и мед  можно и сахар   мед прошлогодний    кому интересно  делюсь секретом  если можно так сказать  как сохранить мед не засахаренным долгое время  во первых  не нужно хранить мед в холодильнике  во вторых  хранить мед нужно только в стеклянной таре с крепко закупоренной крышкой  я закрываю полиэтиленовой   в третьих  храните мед в темном месте  я храню в кухонном шкафу в черном плотном пакете и при необходимости понемножку наливаю в вазочку   надеюсь  кому то эта информация пригодится            итак  снова рецепт    ягоды  уже подтаявшие  измельчаем блендером  добавляем немного сыворотки и процеживаем  если не любите мякоть  или оставляем так            получаем вот такой  концентрат   кладет мед или сахар хорошо перемешиваем и доводим сывороткой до литра   ставим охлаждаться            разливаем по бокалам и получаем удовольствие   я кладу лед  делаю его или из сока ягод  фруктов  или из самой сыворотки  т  к  лед из воды не подойдет   угощайтесь       прекрасный напиток  утоляющий жажду  да к тому же и очень полезный  и это не все его преимущества  еще одно   очень экономично  ведь сыворотка стоит копейки    просто так сыворотка не очень вкусна  а вот с соком ягод или фруктов самое то   
579; самый летний десерт   смузи  взрыв ледяных ягод  фруктового сока и молока   освежает надолго   
580; знакомый всем и любимый многими крепкий алкогольный напиток без химических добавок   
581;        для приготовления любого травяного сбора сначала необходимо высушить собранные растения    мята перечная  используемая часть растения   листья  эвкалипт  используемая часть растения   листья  существуют определенные правила сушки растительного сырья для того  чтобы сохранить все накопленные полезные вещества  мята и эвкалипт   растения содержащие эфирные масла    эфирные масла летучи  поэтому при сушке эфирно масличное сырье нельзя раскладывать тонким слоем или подвергать действию высоких температур  сырье  содержащее эфирные масла  сушат раскладывая его толстым слоем  при температуре  с  в сухом проветриваемом помещении защищая от солнца и сквозняка  при этом образование эфирного масла продолжается  и в высушенном сырье его будет больше  чем в свежем растении   способ сушки сырья влияет на содержание и качество эфирного масла             обрабатываем высушенные растения  отделяем листья от стеблей  удаляем больные части растения   листья измельчаем  в домашних условиях можно это сделать при помощи ножниц  взвешиваем требуемое количество  смешиваем мяту и эвкалипт            для окончательного смешивания и измельчения используем насадку блендера  измельчаем травы до однородного состояния  размер частиц при этом не должен быть очень уж мелким   мм  лучше если размер будет совпадать с размером чая  который вы возьмете для приготовления тисаны            в полученный сбор добавляем чай  черный   размешиваем до однородного состояния  хранить такой чайный сбор можно в плотно укупоренной банке  в сухом  прохладном месте  максимальный срок хранения    года             настой готовится из расчета   чайные ложки сбора на мл кипятка  настаивать надо около   минут   как обычный чай   разливать настой по чашкам лучше через специальное чайное ситечко  для улучшения вкуса можно добавить мед или сахар  приятного чаепития     очень приятный на вкус настой на основе мяты и эвкалипта  эфирные масла мяты и эвкалипта обладают антисептическим  противогрибковым  противовоспалительным эффектом  незаменим при профилактике и лечении простудных заболеваний  согревает и ободряет в холодные зимние дни  на мысль приготовить такой сбор меня навела чайная продукция компании      
582;        поместите в заварочник дольки апельсина и лимона           насыпьте заварку           добавьте мед по вусу           залейте кипятком            накройте крышкой  дайте завариться чаю и остудите его           в высокий стакан положите лед           налейте остывший чай            подайте  украсив долькой апельсина    в жаркую погоду очень помогает  
583;        нам понадобится           молоко налить в кастрюльку и разогреть   в тёплое молоко добавить разрезанные на кусочки ириски и помешивать до их полного растворения            когда ириски расплавятся  снять молоко с огня и слегка остудить   убрать в холодильник до полного охлаждения            в стакан бросить   кубика льда и залить карамельным молочком   вот и все      для любителей молока и молочных напитков  нежный коктейльчик с насыщенным карамельным вкусом   замечательно для детей и взрослых   
584;        молоко вылейте в ковш  добавьте сахар и  помешивая  нагрейте почти до кипения  снимите с огня и влейте в молоко сливки           перелейте молоко со сливками во френч пресс и  интенсивно опуская и поднимая поршень  взбейте молоко  начнет образовываться пена    второй вариант   возьмите насадку для погружного блендера и взбейте молоко блендером           получившуюся пенку разлейте по чашкам  примерно на   чашки            сварите кофе любым способом  я сделала это в кофемашине  можно сварить в турке           к горячему пенному молоку в чашке влейте ликер    это может быть сливочный или шоколадный ликер  узнайте  что любит ваша дама            в чашку с молоком и ликером влейте аккуратно кофе  оставшеся молоко еще раз хорошо взбейте и ложечкой аккуратно выложите молочную пенку поверх напитка  посыпьте шоколадом     ну разве она устоит       есть мнение  что если мужчина хочет покорить женщину  то самый лучший вариант   свозить её в париж    но можно устроить маленькую францию дома  приготовив этот чудесный вариант кофе  это очень женский напиток  сладкий  сливочный  с приятными нотками ликера в послевкусии  так что  мужчины   побалуйте свою даму сердца  приготовьте ей этот кофе   
585; изумительный вкуснейший напиток  швепс   моя бабулечка очень часто его делала  а рецепт попал в руки от ее невестки  моей тети   болгарки  что много говорить   попробуйте сделать этот напиток  полезнейший   и он надолго поселится у вас в фаворитах     
586;        кокосовую стружку с выраженным алкогольным привкусом и ароматом очень легко можно сделать дома самим                    от производства ликера из одного кокоса получается  грамм стружки   вес после сушки   сушим  расстелив стружку на вощеной бумаге или хлопчатобумажном полотенце толстым слоем  приблизительно  см  несколько дней в сухом проветриваемом помещении  иногда перемешивая    раза в день   можно сушить в духовке при температуре не более с  за несколько приемов             полученную стружку соединить с чаем             хорошенько перемешиваем  далее завариваем как обычный чай  приятного чаепития     для любителей чая  черный чай со вкусом и запахом натурального кокоса и рома    фантазия на карибские мотивы     всех заинтересованных приглашаю на чаепитие   
587;        желтки взбить с сахаром  добавить сливки  ванилин  продолжая взбивать добавить водку            затем в течении  минут нагреть до градусов  перелить в бутыль     как часто у вас остаются желтки и вы не знаете куда их применить   
588;        гущу я взяла у бабушки  но это по сути обычное дрожжевое тесто  только очень жидкое  вода  дрожжи  сахар  мука   если делать свежую гущу то квас будет кислым  но потом вы сливаете готовый квас  а на гуще делаете новый и он уже менее кислый и т д  кстати кислый квас бабушка тоже использует  итак  гущу надо подбить   то есть добавить столовую ложку сахару и оставить побродить в теплом месте  воду вскипятить  в ржаную муку налить немного воды  пусть она чуть остынет  и смешать так чтоб не было комочков туда же насыпать примерно стакан сахара  потом можно влить остальную воду    л   когда смесь станет  как парное молоко влить гущу  перемешать  накрыть крышкой и оставить дня на    вот такое ведро я делала  через  дня квас разлить по банкам и поставить в холодильник  у меня вышла всего  трехлитровая банка и осталось много гущи  я туда еще воды налью и снова сделаю квас       гущу можно использовать много раз  сколько точно не знаю  но на лето хватит   а из кваса получается замечательная окрошка  обещаю завтра дам рецептик     всем привет  мы недавно вернулись из россии и я привезла пару бабушкиных рецептов  сейчас представляю вашему вниманию квас  который делают в совхозе красный октябрь  да  да  название такое и осталось  новодеревеньковского района орловской области  ингредиенты все  на глаз   т  к  точнее я от бабушки ничего не добилась   
589;        вскипятить    литра воды  можно взять минеральную  тогда просто нагреть    добавить мед  порошок куркумы  он не только дает красивый лимонный цвет  но куркума очень полезна как иммуномодулятор и антиоксидант  еще и на пишеварение благотворно влияет    дать остыть    мелко соломкой или кубиками нарезать лимоны вместе с цедрой  немного подавить их толкушкой для картошки              смешать воду с лимонами и дать настояться сутки двое в холоде             пить охладженным    очень полезный антидепрессивный напиток и цветом и вкусом     приятного всем пития       очень просто     лимона  кипяченая вода  мед и порошк куркумы   
590;        берем по   л ряженки и кефира            выливаем их в блендер            очищаем и нарезаем бананы           и добавляем их в блендер            также добавляем свежемороженую красную смородину           и немного сахарной пудры            взбиваем   коктейль готов            конечно  надо украсить коктейль    приятного аппетита       это просто розовое блаженство    нежнейший кисло сладкий вкус  который понравится и взрослым  и детям   
591; необычный вкус у молока   
592; ароматный ликер со вкусом цитрусовых и ароматом кофе   
593;        киви очистить и нарезать кружочками           в чашу блендера уложить киви  сгущенное молоко и взбить до однородности           смесь протереть через сито           в смесь влить водку  перемешать  в сервировочный стакан добавить лёд до половины  аккуратно влить коктейль  украсить кружочком киви и подавать   коктейль можно приготовить и без водки  с газированной водой  тогда его можно подать даже детям   угощайтесь     необычный  но очень вкусный напиток  обманчивая кисло сладкая нежность  которая запросто может слегка вскружить голову  обязательно попробуйте   
594;        в  литра водки для дополнительной очистки добавляем чуть марганцовки  что бы получился бледно розовый цвет   это процесс не обязателен если ваша основа не имеет резкого запаха    на следующий день добавляем туда все ингредиенты    раньше я добавлял сироп от клубничного  вишнёвого или черносмородинового варенья  сейчас продаются готовые сиропы   но по прежнему беру или смородину или вишню  всё это хорошо перемешать  настаивать   дня  периодически помешивая             затем процедить   сначала через несколько слоёв марли  можно несколько раз   в конечном этапе через вату или ватный диск   но этот процесс долгий и трудоёмкий  так  что можно обойтись и одной марлей              приятного       рецепт проверен годами  и не единожды был удостоен похвалой и прицокивания языком  вообще  рецепт рассчитан на  градусный самогон  но за отсутствием такового с водкой тоже очень даже   
595;        по сути рисовое вино   это рисовая брага  делается она при помощи смеси рисовой плесени и дрожжей  в интернет сообществе самогонщиков эта смесь именуется  кодзи     надо сказать  что на самом деле это   неправильное название  на самом деле кодзи   это плесневые грибки рода аспергиллус  применяются в японии для приготовления саке  а также соевого соуса  в китайских же используется грибок рода ризофус  ну из за трудностей гуглоперевода за китайскими  кодзи  исторически закрепилось такое название   самая распространенная марка  кодзи      искать их надо в магазинах с товарами для самогоноварения  есть  вида  серебристые с желтой маркой  и  синие   вроде как синие лучше подходят именно для вина  а желтая марка для самогона  но я синие не пробовал             итак началось все с того  что в банке с рисом завелись жучки  видимо купил рис  зараженный личинками  на самогон риса мало  а вот на вино в кулинарных целях в самый раз   рис надо как следует помыть  если этого не сделать  потом будете готовое вино очень долго осветлять  также  если хотите  можно рис разварить  но это необязательно  кодзи рис и так сожрут   вымытый рис переложите в бродильную емкость  туда же залейте  литра теплой воды около  градусов  в оставшейся теплой воде    литра  разбродите кодзи  то есть залейте кодзи теплой водой  хорошо перемешайте и оставьте на   минут  влейте воду с кодзи в бродильную емкость  все хорошо перемешайте и поставьте под гидрозатвор  если у вас нет гидрозатвора  изолентой привяжите к горлышку бродильной емкости резиновую перчатку  проколов в одном из пальцев дырочку             поставьте бродильную емкость в теплое место  через пару часов брага заведется  гидрозатвор начнет пускать пузыри  значит все происходит нормально  в полную силу  если не разваривали рис  заведется примерно на третьи сутки   брожение продлится примерно  недели  может больше  может меньше  зависит от температуры в помещении  где стоит бродильная емкость  когда брожение закончится  гидрозатвор перестанет работать или перчатка опадет  брага осветлится  при помощи трубочки снимите брагу  по сути уже рисовое вино  с осадка    рисовое вино все равно пока еще мутное  теперь его надо поместить в холод  чтобы оно отстоялось             через какое то время муть осядет  вино станет прозрачным  надо аккуратно при помощи трубочки снять вино с осадка   померяем крепость  капиллярный виномер показывает               теперь попробуем  на вкус рисовое вино получилось как недорогое шампанское из которого выпустили газ   разольем по бутылкам и поставим в темное прохладное место      в рецептах китайской кухни часто встречается рисовое вино  так как у нас его купить не так просто  его обычно заменяют сухим белым или хересом  но давайте не будем заменять  а сделаем сами   
596;        есть красивая  старинная легенда  которая объясняет происхождение названия боярышника   жила когда то боярыня  но не такая  как все бояре  а ласковая  отзывчивая и знавшая секреты травничества  помогала она своим бедным холопам  кому отваром  кому настойкой  кому заветным словом  а когда пришло время боярыне помирать   благодарные крестьяне отправились к лесной ведьме и испросили для госпожи вечной жизни  а та взяла и превратила ее в растение  дающие плоды  целительные от всех хворей  кустарник так и назвали   боярышник  вот такая история     готовится настойка очень просто   на фото  все что нам понадобится            смешиваем все составляющие в стеклянной банке  сок отжимаем на это количество алкоголя  с   не крупного лимона  хорошенько взбалтываем и отправляем на срок от  до  дней  в темное место   ежедневно  желательно хорошо взбалтывать             когда ягоды потеряют свой цвет и на дно выпадет осадок   наш чудесный напиток готов    его нужно аккуратно снять с осадка и отфильтровать  через ватные диски  что бы настоечка была совершенно прозрачной   настойка имеет красивый янтарный цвет  очень гармоничный запах  ни чего не выпирает на первый план  пьется легко  в меру сладкая  с приятным послевкусием лимона    очень рекомендую  после трудного дня или вечером на даче  под шашлычек   вкусно  расслабляюще и даже полезно  главное не переборщить с количеством употребимого     настойка боярышника   словосочетание  знакомое каждому  в настоящий момент  из за известных событий  у многих она ассоциируется с районными алкашами маргиналами  которые пьют все  что горит  обидно  что действительно классные вещи  из за не чистых на руку дельцов  попадают в разряд низкопробных   хотелось бы реабилитировать этот напиток  в глазах окружающих и сегодня я хочу предложить вам не чисто лекарственный настой  а вкусный  благородный  с веселящими  расслабляющими  ну и чуть чуть лечебными свойствами напиток   
